City1,City2,Distance
"Ogdensburg, NY","Plattsburgh, NY",98.0
"Chicago, IL","Ogdensburg, NY",654.0
"Boise, ID","Burbank, CA",656.0
"Everett, WA","San Francisco, CA",710.0
"Louisville, KY","San Francisco, CA",1990.0
"Nantucket, MA","Newark, NJ",218.0
"Nantucket, MA","New York, NY",199.0
"Anchorage, AK","Dallas/Fort Worth, TX",3043.0
"Dallas/Fort Worth, TX","Kalispell, MT",1390.0
"Ithaca/Cortland, NY","Philadelphia, PA",192.0
"Seattle, WA","Sitka, AK",861.0
"Gustavus, AK","Juneau, AK",41.0
"Anchorage, AK","San Francisco, CA",2018.0
"Boston, MA","San Jose, CA",2689.0
"Boston, MA","Sacramento, CA",2636.0
"Hyannis, MA","New York, NY",196.0
"Boston, MA","Nantucket, MA",91.0
"Boston, MA","Martha's Vineyard, MA",70.0
"Martha's Vineyard, MA","New York, NY",175.0
"Nantucket, MA","White Plains, NY",191.0
"Nantucket, MA","Washington, DC",423.0
"Martha's Vineyard, MA","Washington, DC",383.0
"Fairbanks, AK","Minneapolis, MN",2466.0
"Boston, MA","Louisville, KY",829.0
"Branson, MO","Denver, CO",665.0
"Newburgh/Poughkeepsie, NY","Raleigh/Durham, NC",463.0
"Indianapolis, IN","Raleigh/Durham, NC",489.0
"Atlanta, GA","Newburgh/Poughkeepsie, NY",783.0
"Cincinnati, OH","Raleigh/Durham, NC",390.0
"Denver, CO","Rochester, NY",1413.0
"Gulfport/Biloxi, MS","Sanford, FL",485.0
"San Diego, CA","Sioux Falls, SD",1336.0
"Idaho Falls, ID","Santa Ana, CA",747.0
"Los Angeles, CA","Missoula, MT",923.0
"Eugene, OR","San Diego, CA",850.0
"Medford, OR","San Diego, CA",734.0
"Las Vegas, NV","Sanford, FL",2034.0
"Charleston, SC","Indianapolis, IN",585.0
"Hagerstown, MD","Myrtle Beach, SC",421.0
"Memphis, TN","Valparaiso, FL",373.0
"Harrisburg, PA","Nashville, TN",608.0
"Ashland, WV","Myrtle Beach, SC",382.0
"Des Moines, IA","Newark, NJ",1017.0
"Jacksonville, FL","Norfolk, VA",542.0
"Bellingham, WA","San Diego, CA",1142.0
"Pasco/Kennewick/Richland, WA","San Diego, CA",939.0
"Bloomington/Normal, IL","Valparaiso, FL",702.0
"Fort Wayne, IN","Myrtle Beach, SC",610.0
"Columbus, OH","Norfolk, VA",417.0
"Omaha, NE","Valparaiso, FL",911.0
"Albany, NY","Myrtle Beach, SC",685.0
"Idaho Falls, ID","Oakland, CA",666.0
"Chattanooga, TN","Miami, FL",701.0
"Chicago, IL","Wilmington, NC",760.0
"Dallas/Fort Worth, TX","Hilton Head, SC",954.0
"Columbia, SC","Miami, FL",563.0
"Kansas City, MO","Myrtle Beach, SC",959.0
"Detroit, MI","Oakland, CA",2068.0
"Atlantic City, NJ","Boston, MA",274.0
"Oakland, CA","Philadelphia, PA",2511.0
"Louisville, KY","Myrtle Beach, SC",491.0
"Milwaukee, WI","Myrtle Beach, SC",803.0
"Indianapolis, IN","Myrtle Beach, SC",583.0
"Charleston/Dunbar, WV","Myrtle Beach, SC",356.0
"Huntsville, AL","Miami, FL",722.0
"Charlotte, NC","Traverse City, MI",702.0
"Minneapolis, MN","Traverse City, MI",376.0
"Rapid City, SD","Salt Lake City, UT",508.0
"Chicago, IL","Missoula, MT",1332.0
"Denver, CO","Traverse City, MI",1032.0
"Kalispell, MT","Los Angeles, CA",1014.0
"Missoula, MT","San Francisco, CA",769.0
"Bangor, ME","Chicago, IL",978.0
"Denver, CO","West Yellowstone, MT",469.0
"Kalispell, MT","San Diego, CA",1086.0
"Chicago, IL","Great Falls, MT",1211.0
"Boise, ID","Idaho Falls, ID",209.0
"Bozeman, MT","Portland, OR",554.0
"Missoula, MT","Portland, OR",418.0
"Missoula, MT","San Diego, CA",992.0
"Denver, CO","Portland, ME",1782.0
"Chicago, IL","Fresno, CA",1730.0
"Anchorage, AK","Newark, NJ",3370.0
"Columbus, OH","San Francisco, CA",2120.0
"Anchorage, AK","Houston, TX",3266.0
"Chicago, IL","Eugene, OR",1780.0
"Chicago, IL","Santa Barbara, CA",1803.0
"Chicago, IL","Fairbanks, AK",2785.0
"Traverse City, MI","Washington, DC",599.0
"Burlington, VT","Minneapolis, MN",987.0
"Minneapolis, MN","Providence, RI",1117.0
"Minneapolis, MN","Portland, ME",1136.0
"Buffalo, NY","Minneapolis, MN",735.0
"Philadelphia, PA","San Antonio, TX",1496.0
"Los Angeles, CA","Mission/McAllen/Edinburg, TX",1318.0
"Lexington, KY","Myrtle Beach, SC",438.0
"Grand Junction, CO","Los Angeles, CA",655.0
"Myrtle Beach, SC","Newburgh/Poughkeepsie, NY",601.0
"Ashland, WV","Valparaiso, FL",589.0
"Cincinnati, OH","Norfolk, VA",485.0
"Clarksburg/Fairmont, WV","Myrtle Beach, SC",394.0
"Clarksburg/Fairmont, WV","Valparaiso, FL",705.0
"Myrtle Beach, SC","Syracuse, NY",668.0
"Shreveport, LA","Valparaiso, FL",452.0
"Little Rock, AR","Los Angeles, CA",1494.0
"Idaho Falls, ID","San Diego, CA",794.0
"Ashland, WV","Punta Gorda, FL",790.0
"Tulsa, OK","Valparaiso, FL",669.0
"Belleville, IL","Myrtle Beach, SC",696.0
"Baltimore, MD","Knoxville, TN",465.0
"Kalispell, MT","Oakland, CA",834.0
"Cincinnati, OH","Providence, RI",722.0
"Cedar Rapids/Iowa City, IA","Los Angeles, CA",1550.0
"Allentown/Bethlehem/Easton, PA","Savannah, GA",669.0
"Evansville, IN","Valparaiso, FL",524.0
"Little Rock, AR","Valparaiso, FL",443.0
"Knoxville, TN","Myrtle Beach, SC",323.0
"Newburgh/Poughkeepsie, NY","Savannah, GA",756.0
"St. Petersburg, FL","Tulsa, OK",961.0
"Los Angeles, CA","Wichita, KS",1203.0
"Sanford, FL","Shreveport, LA",791.0
"Austin, TX","Bozeman, MT",1299.0
"Myrtle Beach, SC","Portsmouth, NH",783.0
"Des Moines, IA","Valparaiso, FL",860.0
"Los Angeles, CA","Pasco/Kennewick/Richland, WA",851.0
"Missoula, MT","Oakland, CA",758.0
"Lexington, KY","Valparaiso, FL",532.0
"Fargo, ND","Los Angeles, CA",1440.0
"Nashville, TN","Portsmouth, NH",970.0
"Peoria, IL","Valparaiso, FL",724.0
"Grand Rapids, MI","South Bend, IN",91.0
"Boston, MA","Pensacola, FL",1215.0
"Asheville, NC","Miami, FL",677.0
"Burlington, VT","Dallas/Fort Worth, TX",1510.0
"Billings, MT","Chicago, IL",1061.0
"Dallas/Fort Worth, TX","Traverse City, MI",1022.0
"Houston, TX","Myrtle Beach, SC",997.0
"Philadelphia, PA","Valparaiso, FL",908.0
"New Bern/Morehead/Beaufort, NC","Washington, DC",261.0
"El Paso, TX","San Diego, CA",636.0
"Sacramento, CA","Santa Barbara, CA",310.0
"Eugene, OR","San Jose, CA",471.0
"Nashville, TN","Portland, ME",1010.0
"Charleston, SC","Kansas City, MO",930.0
"Charleston, SC","St. Louis, MO",706.0
"Houston, TX","Rapid City, SD",1058.0
"Houston, TX","Kalispell, MT",1613.0
"Bozeman, MT","Washington, DC",1773.0
"New York, NY","Traverse City, MI",655.0
"Boston, MA","Hilton Head, SC",878.0
"Hilton Head, SC","New York, NY",701.0
"Charlotte, NC","Martha's Vineyard, MA",704.0
"Boston, MA","Memphis, TN",1139.0
"Philadelphia, PA","Traverse City, MI",627.0
"Chicago, IL","Martha's Vineyard, MA",894.0
"Boston, MA","Traverse City, MI",749.0
"Miami, FL","Providence, RI",1209.0
"Chicago, IL","Nantucket, MA",924.0
"Charlotte, NC","Nantucket, MA",723.0
"Martha's Vineyard, MA","Philadelphia, PA",265.0
"New York, NY","Rapid City, SD",1502.0
"Nantucket, MA","Philadelphia, PA",289.0
"Hilton Head, SC","Philadelphia, PA",609.0
"Newark, NJ","Traverse City, MI",644.0
"Newark, NJ","Rapid City, SD",1489.0
"Kalispell, MT","New York, NY",2035.0
"Charlotte, NC","Ontario, CA",2078.0
"Charlotte, NC","Rapid City, SD",1322.0
"Dallas/Fort Worth, TX","Portland, ME",1622.0
"Cleveland, OH","Seattle, WA",2021.0
"Laramie, WY","Scottsbluff, NE",115.0
"Chicago, IL","Hays, KS",637.0
"Cape Girardeau, MO","Decatur, IL",184.0
"Billings, MT","Portland, OR",679.0
"Kalispell, MT","Portland, OR",437.0
"Atlanta, GA","Traverse City, MI",769.0
"Bozeman, MT","Detroit, MI",1400.0
"Albuquerque, NM","Minneapolis, MN",981.0
"Hartford, CT","New York, NY",101.0
"Boston, MA","Madison, WI",932.0
"Newark, NJ","Reno, NV",2390.0
"Madison, WI","San Francisco, CA",1772.0
"Detroit, MI","Santa Ana, CA",1960.0
"Cincinnati, OH","Cleveland, OH",221.0
"Las Vegas, NV","Provo, UT",341.0
"Provo, UT","San Diego, CA",599.0
"Sanford, FL","Sarasota/Bradenton, FL",125.0
"Austin, TX","Madison, WI",1004.0
"Newark, NJ","Oakland, CA",2555.0
"Montgomery, AL","Philadelphia, PA",813.0
"Escanaba, MI","Pellston, MI",112.0
"Bemidji, MN","Brainerd, MN",85.0
"Alpena, MI","Sault Ste. Marie, MI",92.0
"Iron Mountain/Kingsfd, MI","Rhinelander, WI",67.0
"Hibbing, MN","International Falls, MN",86.0
"Kansas City, MO","San Francisco, CA",1499.0
"Raleigh/Durham, NC","South Bend, IN",571.0
"Columbus, OH","South Bend, IN",215.0
"Birmingham, AL","Fayetteville, AR",468.0
"Eugene, OR","Spokane, WA",365.0
"Austin, TX","Birmingham, AL",682.0
"Columbia, SC","Fayetteville, AR",764.0
"Lincoln, NE","Oklahoma City, OK",379.0
"Madison, WI","Spokane, WA",1398.0
"Columbus, OH","Madison, WI",398.0
"Houston, TX","Lincoln, NE",753.0
"New York, NY","South Bend, IN",651.0
"Minneapolis, MN","Reno, NV",1405.0
"Portland, OR","Provo, UT",664.0
"Los Angeles, CA","Provo, UT",569.0
"Billings, MT","Bullhead City, AZ",800.0
"Jackson/Vicksburg, MS","Miami, FL",742.0
"Newark, NJ","South Bend, IN",637.0
"Atlanta, GA","Oakland, CA",2130.0
"Green Bay, WI","Newark, NJ",757.0
"San Francisco, CA","South Bend, IN",1929.0
"Boston, MA","Green Bay, WI",872.0
"Cedar Rapids/Iowa City, IA","Columbus, OH",479.0
"Columbus, OH","State College, PA",272.0
"Charlotte, NC","San Jose, CA",2274.0
"Akron, OH","Sanford, FL",837.0
"Baton Rouge, LA","Gainesville, FL",535.0
"Boston, MA","White Plains, NY",166.0
"Boston, MA","Greer, SC",795.0
"Baton Rouge, LA","Knoxville, TN",551.0
"Decatur, IL","Paducah, KY",191.0
"Eugene, OR","Tucson, AZ",1062.0
"Greer, SC","South Bend, IN",520.0
"Baton Rouge, LA","Fayetteville, AR",436.0
"Denver, CO","Lexington, KY",1086.0
"Anchorage, AK","Everett, WA",1425.0
"Los Angeles, CA","South Bend, IN",1823.0
"Dallas/Fort Worth, TX","Green Bay, WI",932.0
"Detroit, MI","Lincoln, NE",701.0
"Houston, TX","South Bend, IN",953.0
"Denver, CO","South Bend, IN",969.0
"Boston, MA","South Bend, IN",788.0
"Baton Rouge, LA","Birmingham, AL",332.0
"Atlanta, GA","Kahului, HI",4431.0
"Detroit, MI","Honolulu, HI",4475.0
"Denver, CO","West Palm Beach/Palm Beach, FL",1679.0
"Akron, OH","Fort Lauderdale, FL",1026.0
"Grand Rapids, MI","Indianapolis, IN",222.0
"College Station/Bryan, TX","Gainesville, FL",845.0
"Fort Lauderdale, FL","Pensacola, FL",525.0
"Long Beach, CA","Nashville, TN",1785.0
"Hartford, CT","St. Louis, MO",957.0
"Dallas, TX","Detroit, MI",981.0
"Kansas City, MO","Raleigh/Durham, NC",904.0
"Colorado Springs, CO","San Diego, CA",816.0
"Lexington, KY","New York, NY",604.0
"New York, NY","Tulsa, OK",1231.0
"Little Rock, AR","New York, NY",1085.0
"New Orleans, LA","Wichita, KS",669.0
"Cincinnati, OH","Kansas City, MO",539.0
"Jackson, WY","Miami, FL",2105.0
"Detroit, MI","San Juan, PR",1930.0
"Knoxville, TN","Nashville, TN",152.0
"St. Petersburg, FL","Valparaiso, FL",292.0
"Provo, UT","Sanford, FL",1898.0
"Asheville, NC","Cincinnati, OH",275.0
"Austin, TX","Eagle, CO",836.0
"North Platte, NE","Sioux City, IA",239.0
"Decatur, IL","Joplin, MO",357.0
"Escanaba, MI","Iron Mountain/Kingsfd, MI",50.0
"Alpena, MI","Pellston, MI",69.0
"Hayden, CO","Nashville, TN",1153.0
